AssetID,Desc,DeprYTD,cCode,cDesc,eCode,eDesc,odooAssetAcctNo,assetAcctDesc,odooExpAcctNo,expAcctDesc
488,2 Mold Cylinders,322.8,4,Manufacturing Tooling,401,Molds,15408,Manufacturing Tooling - Molds,50321,VEL_AL_ALU
482,2 Mold Cylinders,322.8,4,Manufacturing Tooling,401,Molds,15408,Manufacturing Tooling - Molds,50321,VEL_AL_ALU
483,2 Mold Cylinders,322.8,4,Manufacturing Tooling,401,Molds,15408,Manufacturing Tooling - Molds,50321,VEL_AL_ALU
29,Dell Computer Hardware,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
44,Computer Equipment,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
111,Cabinets,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
210,Color Laser Printer,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
212,Fax Machine,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
253,Engineering PC - Sam,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
254,Engineering PC- Jon,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
255,Dave R's Workstation,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
264,Laptops for Carla and Tyler,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
265,Computer Quality - Jackie,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
286,Computer - Dave Richardson,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
287,Computer - Brian Meier,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
288,Computer - Joe O'Block,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
289,Computer - Carla Home Log-In,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
325,Computers - Rhonda & Carla,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
326,Network Switch,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
328,Carla's Laptop at the Lake,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
329,5 Computers,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
332,Dave Richardson Computer,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
333,Engineering PC,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
334,Network Infrastructure Device,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
335,36 Memory Module for 3 Servers,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
337,Dell 3333 Laser Printer,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
338,Jen Passarelli Lap Top,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
352,File Server,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
353,Engineering PC,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
354,PDF Server,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
355,Buckner Computer,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
378,Network Device Switch,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
379,SAN server,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
382,Qtech pc,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
383,Milling Guy - New PC,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
384,PC for Robotic Welder,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
385,Dave Richardson PC - New Butler,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
386,Carla  PC - New Butler,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
387,New eng PC,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
388,JIM PYER - LAPTOP,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
389,LAPTOP - Brian Eng,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
431,Color Printer,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
432,Computer Pete Rossin -  Apple Ipad,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
433,"DJR's 18"" Tablet",0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
434,Jim Richardson Lakehouse Computer,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
437,DJR Computer - Moravia,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
442,DJR Computer New Butler,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
443,Computer Server Switch,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
475,6 New Wifi Devices,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
476,DJR Tablet,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
477,3 Network Switches - System Overhaul,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
478,Pyer Tablet,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
486,2 Dot Hill Server Controllers housed at RCP,0.0,5,Computers,906,IT,15500,Computers and Software,70600,Software
172,Computer Software,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
173,MAS 500,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
174,Computer Software,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
175,Computer Software,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
178,Inventory Mgt Sys,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
179,Trumpf Punch Software,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
180,Hand Punch Software,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
181,MAS 500 P/Y Catch-Up,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
182,Computer Software,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
213,Bar Coding Software,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
214,Enhancements WA & Installation,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
215,Installation of Bar Coding Software & Training,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
258,Windchill Engineering Software,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
259,Backup and recovery software - Acronis Intl,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
294,VM Ware Software,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
295,Microsoft Software,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
296,Windows Server Software,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
297,SQL Server Software,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
340,Email Server Software,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
356,Labview Software - Audia,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
391,Software Scott 13 - AutoCAD LT 2012,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
394,SOFTWARE FOR PROGRAMMING TEST MACHINES,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
435,Software upgrade for Lathe,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
445,Computer Firewall,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
494,CRM Software,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
497,Windchill upgrade server software,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
517,Sophos Cloud Email Protection,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
518,Windchill CREO Tool Design Software,0.0,5,Computers,906,IT,15500,Computers and Software,70700,Computers and other hardware
644,Odoo Implementation Hours,3541.67,5,Computers,906,IT,15501,Computers and Software - IT,75206,Expenses - IT
571,5 Engineering Computers,2199.5,5,Computers,906,IT,15501,Computers and Software - IT,75206,Expenses - IT
637,3 computers for inventory control,664.74,5,Computers,906,IT,15501,Computers and Software - IT,75206,Expenses - IT
633,3 printers for non alum line,618.19,5,Computers,906,IT,15501,Computers and Software - IT,75206,Expenses - IT
636,2 computers for inventory,409.95,5,Computers,906,IT,15501,Computers and Software - IT,75206,Expenses - IT
634,4 computers for inventory process control,391.28,5,Computers,906,IT,15501,Computers and Software - IT,75206,Expenses - IT
564,Surface Pro - Jen P,404.09,5,Computers,906,IT,15501,Computers and Software - IT,75206,Expenses - IT
635,Amazon Computers new leak test tank,342.77,5,Computers,906,IT,15501,Computers and Software - IT,75206,Expenses - IT
491,DJR Computer - Dell Venue 11 Pro,22.99,5,Computers,906,IT,15501,Computers and Software - IT,75206,Expenses - IT
492,3 Computer Servers - Upgrades,335.68,5,Computers,906,IT,15501,Computers and Software - IT,75206,Expenses - IT
496,Computer - Edney,95.95,5,Computers,906,IT,15501,Computers and Software - IT,75206,Expenses - IT
505,Surface Pro Computer,403.24,5,Computers,906,IT,15501,Computers and Software - IT,75206,Expenses - IT
487,Security Cameras - Moravia & New Butler,1339.55,6,Furniture & Fixtures,290,NBRoffice,15605,Furniture and Fixtures - NBRoffice,79290,NBRoffice
543,Exit Signage & Install - 1902 New Butler,1305.95,6,Furniture & Fixtures,300,VEL,15603,Furniture and Fixtures - VEL,61300,VEL
542,Office Furniture - 1902 New Butler,3329.13,6,Furniture & Fixtures,390,VELoffice,15606,Furniture and Fixtures - VELoffice,79390,VELoffic
118,Bookcase,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
119,Office Furniture,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
120,Warehouse Shelving,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
121,Table Bins,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
122,Bookcase,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
123,Trade Show Booth,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
124,Lateral File Cabinets,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
125,Office Furniture & Desks,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
126,Safes,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
128,Office Furniture,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
129,Warehouse Shelving,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
130,Lateral File Cabinets,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
131,Window Head Rails,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
132,Warehouse Lockers,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
133,Office Furniture,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
134,Warehouse Shelving,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
135,Office Furniture,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
136,Warehouse shelving,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
137,Warehouse Shelving,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
138,Office Furniture,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
139,Desks,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
140,Cubicles,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
141,Warehouse Lighting,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
142,Warehouse Shelving,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
143,Office Furniture,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
144,Warehouse Shelving,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
145,Warehouse Bins,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
146,Warehouse Shelving,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
147,Warehouse Bins,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
148,Warehouse Shelving,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
149,Cubicles,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
150,Tables & Chairs - Carla's Office,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
151,Nicki's Desk & Work Space,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
357,General Furniture - New Butler,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
358,Executive Office Furniture (Dave & Carla) - New Butler,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
359,Electric Range - New Butler,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
360,Refrig - New Butler,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
361,2 TV's Conference room tv's  - New Butler,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
362,"SAMSUNG 60"" TV DJR OFFICE - MORAVIA",0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
363,"""AIR CONDITIONING SYSTEM PUT IN I.T. ROOM - MORAVIA",0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
419,2 60 inch TV's Dave & Carla - New Butler,0.0,6,Furniture & Fixtures,900,RCPsga,15600,Furniture and Fixtures,61900,ALL
479,Leased Furniture for Florida Guest House,1407.49,6,Furniture & Fixtures,900,RCPsga,15607,Furniture and Fixtures - RCPsga,71500,Office and Misc Expenses - SGA
480,Leased Furniture for Florida Guest House,1651.93,6,Furniture & Fixtures,900,RCPsga,15607,Furniture and Fixtures - RCPsga,71500,Office and Misc Expenses - SGA
